# Messy Height vs Time
1.247561688991863649e-01,6.012024048096192320e-03
1.964041177827425266e-01,1.202404809619238464e-02
2.443026106207489556e-01,1.803607214428857783e-02
2.723512883963222775e-01,2.404809619238476928e-02
3.162557632059303514e-01,3.006012024048096073e-02
4.127474484114342368e-01,3.607214428857715566e-02
5.023834097432666734e-01,4.208416833667334711e-02
5.557897431933358501e-01,4.809619238476953856e-02
6.817985769423556830e-01,5.410821643286573002e-02
7.104156994842222295e-01,6.012024048096192147e-02
7.844550448269959064e-01,6.613226452905811292e-02
8.877285073214606914e-01,7.214428857715431131e-02
9.304758436953219913e-01,7.815631262525049583e-02
9.707552861491746121e-01,8.416833667334669422e-02
1.106386290669984396e+00,9.018036072144287874e-02
1.085126937809461900e+00,9.619238476953907713e-02
1.229944447645246131e+00,1.022044088176352755e-01
1.378509246863251159e+00,1.082164328657314600e-01
1.266487026324907061e+00,1.142284569138276584e-01
1.387112995740726884e+00,1.202404809619238429e-01
1.402778444085663656e+00,1.262525050100200275e-01
1.495748087814782190e+00,1.322645290581162258e-01
1.583409963335139725e+00,1.382765531062124242e-01
1.533965936317870371e+00,1.442885771543086226e-01
1.779840973484998257e+00,1.503006012024048210e-01
1.758150632003406821e+00,1.563126252505009917e-01
1.814062128624618797e+00,1.623246492985971901e-01
1.905415959336531184e+00,1.683366733466933884e-01
2.021563023433037287e+00,1.743486973947895868e-01
2.028634024220257626e+00,1.803607214428857575e-01
2.023220492228200218e+00,1.863727454909819559e-01
2.123232418021323120e+00,1.923847695390781543e-01
2.201416484600274615e+00,1.983967935871743526e-01
2.303396638989572587e+00,2.044088176352705510e-01
2.351689981019452258e+00,2.104208416833667217e-01
2.313355821755757269e+00,2.164328657314629201e-01
2.520128615214854317e+00,2.224448897795591185e-01
2.450691307914552475e+00,2.284569138276553169e-01
2.503885014970028244e+00,2.344689378757514875e-01
2.669080277385656341e+00,2.404809619238476859e-01
2.645444107214625973e+00,2.464929859719438843e-01
2.692566763441234468e+00,2.525050100200400549e-01
2.801224829108778458e+00,2.585170340681362533e-01
2.818320247576502791e+00,2.645290581162324517e-01
2.862642862924410281e+00,2.705410821643286501e-01
2.907738553657618574e+00,2.765531062124248485e-01
2.969733824444757975e+00,2.825651302605210469e-01
3.017819038928485575e+00,2.885771543086172453e-01
3.036742904706162260e+00,2.945891783567134437e-01
3.134879657187328750e+00,3.006012024048096420e-01
3.167323296908936214e+00,3.066132264529057849e-01
3.331171466273193271e+00,3.126252505010019833e-01
3.343748678858824430e+00,3.186372745490981817e-01
3.410101345747383217e+00,3.246492985971943801e-01
3.546933651714614388e+00,3.306613226452905785e-01
3.403806859106684346e+00,3.366733466933867769e-01
3.679091389433415404e+00,3.426853707414829753e-01
3.522245828572979853e+00,3.486973947895791737e-01
3.581589005129489856e+00,3.547094188376753721e-01
3.683427725573062528e+00,3.607214428857715149e-01
3.844469537249199487e+00,3.667334669338677133e-01
3.764117681721505182e+00,3.727454909819639117e-01
3.812914158981251411e+00,3.787575150300601101e-01
3.915919027965208521e+00,3.847695390781563085e-01
3.903248261747043646e+00,3.907815631262525069e-01
3.929011710498162557e+00,3.967935871743487053e-01
3.996533411863904650e+00,4.028056112224449037e-01
4.133302348289244144e+00,4.088176352705411021e-01
4.138297898293785693e+00,4.148296593186372450e-01
4.124058470005803834e+00,4.208416833667334433e-01
4.315889852497365453e+00,4.268537074148296417e-01
4.310950434320091063e+00,4.328657314629258401e-01
4.354336948897791437e+00,4.388777555110220385e-01
4.372463821362992498e+00,4.448897795591182369e-01
4.379234228768770443e+00,4.509018036072144353e-01
4.352110385181414465e+00,4.569138276553106337e-01
4.499367753177277329e+00,4.629258517034068321e-01
4.506102671904454127e+00,4.689378757515029750e-01
4.663096538632663268e+00,4.749498997995991734e-01
4.702934210837404372e+00,4.809619238476953718e-01
4.694187968445220349e+00,4.869739478957915702e-01
4.743128490208165182e+00,4.929859719438877685e-01
4.678716845463680052e+00,4.989979959919839669e-01
4.797954999570481327e+00,5.050100200400801098e-01
4.816400357222370587e+00,5.110220440881763082e-01
4.902861126871905562e+00,5.170340681362725066e-01
4.852010083686224107e+00,5.230460921843687050e-01
4.951475047117061656e+00,5.290581162324649034e-01
5.080613149184284971e+00,5.350701402805611018e-01
5.129894185614564783e+00,5.410821643286573002e-01
5.130422660090807163e+00,5.470941883767534986e-01
5.076836257605749303e+00,5.531062124248496970e-01
5.227556088743401830e+00,5.591182364729458953e-01
5.169593210393015781e+00,5.651302605210420937e-01
5.149865930699606409e+00,5.711422845691382921e-01
5.248250907441037505e+00,5.771543086172344905e-01
5.340601979613286865e+00,5.831663326653306889e-01
5.398568798154046000e+00,5.891783567134268873e-01
5.396792872761743354e+00,5.951903807615230857e-01
5.418212807269170206e+00,6.012024048096192841e-01
5.506672616527236386e+00,6.072144288577153715e-01
5.606754393824536109e+00,6.132264529058115698e-01
5.523036107217182966e+00,6.192384769539077682e-01
5.612877349821303596e+00,6.252505010020039666e-01
5.661928749443021047e+00,6.312625250501001650e-01
5.701132184961035243e+00,6.372745490981963634e-01
5.578944424592395812e+00,6.432865731462925618e-01
5.701713820432333435e+00,6.492985971943887602e-01
5.792815577081989353e+00,6.553106212424849586e-01
5.766771617365121116e+00,6.613226452905811570e-01
5.781502094696785221e+00,6.673346693386773554e-01
5.951922082591329932e+00,6.733466933867735538e-01
5.886451130095254669e+00,6.793587174348697522e-01
5.929017932063998408e+00,6.853707414829659506e-01
5.986847930888433034e+00,6.913827655310621489e-01
5.959844272103256735e+00,6.973947895791583473e-01
6.040959546378610767e+00,7.034068136272545457e-01
6.117953615516238841e+00,7.094188376753507441e-01
6.066040596387540340e+00,7.154308617234468315e-01
6.151655390960865333e+00,7.214428857715430299e-01
6.183537901505974155e+00,7.274549098196392283e-01
6.144678634631748793e+00,7.334669338677354267e-01
6.275926508980092855e+00,7.394789579158316251e-01
6.236031329859516248e+00,7.454909819639278235e-01
6.235781778019125809e+00,7.515030060120240218e-01
6.209782803494896974e+00,7.575150300601202202e-01
6.390606544209734174e+00,7.635270541082164186e-01
6.301733110692209650e+00,7.695390781563126170e-01
6.325447141395055262e+00,7.755511022044088154e-01
6.326242622389610659e+00,7.815631262525050138e-01
6.422713804678598315e+00,7.875751503006012122e-01
6.404929927864378314e+00,7.935871743486974106e-01
6.416325098183944142e+00,7.995991983967936090e-01
6.454105070140996325e+00,8.056112224448898074e-01
6.465854086491845010e+00,8.116232464929860058e-01
6.548005421162065076e+00,8.176352705410822042e-01
6.678803780642498467e+00,8.236472945891784025e-01
6.568961897370199310e+00,8.296593186372744899e-01
6.506656052662898482e+00,8.356713426853706883e-01
6.531062828759567118e+00,8.416833667334668867e-01
6.682308898336906999e+00,8.476953907815630851e-01
6.745316585448272839e+00,8.537074148296592835e-01
6.604047546000588298e+00,8.597194388777554819e-01
6.650285260265174969e+00,8.657314629258516803e-01
6.686983527245997649e+00,8.717434869739478787e-01
6.805718245193254745e+00,8.777555110220440771e-01
6.824236885480363668e+00,8.837675350701402754e-01
6.773941992350510866e+00,8.897795591182364738e-01
6.745327708271391387e+00,8.957915831663326722e-01
6.882647781808567622e+00,9.018036072144288706e-01
6.875765377255824262e+00,9.078156312625250690e-01
6.876663845587092538e+00,9.138276553106212674e-01
6.802181138663809357e+00,9.198396793587174658e-01
6.905255238500659587e+00,9.258517034068136642e-01
6.981713452366087758e+00,9.318637274549098626e-01
6.929397444715416299e+00,9.378757515030059499e-01
6.926342544570008641e+00,9.438877755511021483e-01
6.953473781942150822e+00,9.498997995991983467e-01
7.016525985282705768e+00,9.559118236472945451e-01
6.969066392054290127e+00,9.619238476953907435e-01
7.106041712908433894e+00,9.679358717434869419e-01
7.022863105465095401e+00,9.739478957915831403e-01
7.120953553882684695e+00,9.799599198396793387e-01
7.170253109269863145e+00,9.859719438877755371e-01
7.121909353759622086e+00,9.919839679358717355e-01
7.108136438492368647e+00,9.979959919839679339e-01
7.121137362105540269e+00,1.004008016032064132e+00
7.129590095094552105e+00,1.010020040080160220e+00
7.124943474929796849e+00,1.016032064128256529e+00
7.136677322283219382e+00,1.022044088176352616e+00
7.205675387179412361e+00,1.028056112224448926e+00
7.188910866794714138e+00,1.034068136272545013e+00
7.267221929986715345e+00,1.040080160320641323e+00
7.120937301644732820e+00,1.046092184368737410e+00
7.288882387722665612e+00,1.052104208416833719e+00
7.162650851290297993e+00,1.058116232464929807e+00
7.218490362757894019e+00,1.064128256513026116e+00
7.086105295546389016e+00,1.070140280561122204e+00
7.226652759780305857e+00,1.076152304609218513e+00
7.230072746693362085e+00,1.082164328657314600e+00
7.275775793016744153e+00,1.088176352705410910e+00
7.361458149112813487e+00,1.094188376753506997e+00
7.287989409350631220e+00,1.100200400801603084e+00
7.266980740100781766e+00,1.106212424849699394e+00
7.246767592295310756e+00,1.112224448897795481e+00
7.306285593602444450e+00,1.118236472945891791e+00
7.247694256244284539e+00,1.124248496993987878e+00
7.361458657357934143e+00,1.130260521042084187e+00
7.306573515915461670e+00,1.136272545090180275e+00
7.383261538014011194e+00,1.142284569138276584e+00
7.304066340226008869e+00,1.148296593186372672e+00
7.276560333799613645e+00,1.154308617234468981e+00
7.342891772219426905e+00,1.160320641282565068e+00
7.275311627759374566e+00,1.166332665330661378e+00
7.398441072408202146e+00,1.172344689378757465e+00
7.301137656733893699e+00,1.178356713426853775e+00
7.423208914176646189e+00,1.184368737474949862e+00
7.401953483610069995e+00,1.190380761523046171e+00
7.352237655326680610e+00,1.196392785571142259e+00
7.416336655730613181e+00,1.202404809619238568e+00
7.354796292315867845e+00,1.208416833667334656e+00
7.379445903893997460e+00,1.214428857715430743e+00
7.377937121824149180e+00,1.220440881763527052e+00
7.383931581915406106e+00,1.226452905811623140e+00
7.347076592509524495e+00,1.232464929859719449e+00
7.354246994553292005e+00,1.238476953907815536e+00
7.341318761903898427e+00,1.244488977955911846e+00
7.318815262951719802e+00,1.250501002004007933e+00
7.419753246940324232e+00,1.256513026052104243e+00
7.398769285787553329e+00,1.262525050100200330e+00
7.247208577293704934e+00,1.268537074148296639e+00
7.365566282960115174e+00,1.274549098196392727e+00
7.348985309766875140e+00,1.280561122244489036e+00
7.372760768982130841e+00,1.286573146292585124e+00
7.326048106137875493e+00,1.292585170340681433e+00
7.203269960413966722e+00,1.298597194388777520e+00
7.288586842297109847e+00,1.304609218436873830e+00
7.345645860917405123e+00,1.310621242484969917e+00
7.307481790882528472e+00,1.316633266533066227e+00
7.354255327913426399e+00,1.322645290581162314e+00
7.285954777499677348e+00,1.328657314629258401e+00
7.342273593855892955e+00,1.334669338677354711e+00
7.247803267611445222e+00,1.340681362725450798e+00
7.265114045214363436e+00,1.346693386773547108e+00
7.214961208986072627e+00,1.352705410821643195e+00
7.266009023320757265e+00,1.358717434869739504e+00
7.240724112075205277e+00,1.364729458917835592e+00
7.257043141749276671e+00,1.370741482965931901e+00
7.265336223801424964e+00,1.376753507014027988e+00
7.092751880759899485e+00,1.382765531062124298e+00
7.215796346300616726e+00,1.388777555110220385e+00
7.230995376120116447e+00,1.394789579158316695e+00
7.180160308692966176e+00,1.400801603206412782e+00
7.177922287356385489e+00,1.406813627254509091e+00
7.166453242960953318e+00,1.412825651302605179e+00
7.116802138972647462e+00,1.418837675350701488e+00
7.240119187272742174e+00,1.424849699398797576e+00
7.122159325166879995e+00,1.430861723446893663e+00
7.188735983669410246e+00,1.436873747494989972e+00
7.041069739489302926e+00,1.442885771543086060e+00
